Station ID,Station Name,Town,Region,Country,Latitude (N),Longitude (E),Building Condition,Service Status,Status Year,Station Notes,Stop Sequence,Line ID,Line Name,Year Opened,Gauge,Line Status,Status Year.1,Notes,Is in NP-M
336,Brakšķi,Silvas,Jelgavas novads,Latvia,56.661332,23.538926,Residential,Closed,1998,,7,21,Tukums II—Jelgava,1904,1520 mm,Freight only,1998,,TRUE
337,Jelgava II,Jelgava,Jelgava,Latvia,56.650833,23.756667,Ruined/Disused,Closed,2000,Cargo operations and locomotive depot,2,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
338,Tetele,Tetele,Jelgavas novads,Latvia,56.652859,23.862595,Residential,Closed,1947,,3,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
339,Garoza,Garozas stacija,Jelgavas novads,Latvia,56.650113,23.949478,"Preserved, uncertain",Closed,2000,,4,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
340,Zālīte,Zālīte,Bauskas novads,Latvia,56.641946,24.08564,Ruined/Disused,Closed,2000,Used for cargo operations,5,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
341,Iecava,Iecavas stacija,Bauskas novads,Latvia,56.628403,24.234523,"Preserved, uncertain",Closed,2000,,6,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
342,Misa,Misa,Bauskas novads,Latvia,56.592033,24.391271,Dismantled/Not built,Closed,2000,,7,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
343,210. kilometrs,Beibeži,Bauskas novads,Latvia,56.584444,24.446667,Dismantled/Not built,Closed,2000,,8,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
344,Nameiši,Šarlotes,Bauskas novads,Latvia,56.584965,24.481074,Dismantled/Not built,Closed,1947,,9,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
345,Vecumnieki,Vecmuiža,Bauskas novads,Latvia,56.590146,24.537307,"Preserved, uncertain",Closed,2000,Used for chartered service in 2017,10,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
346,Vīkstene,Vecmuiža,Bauskas novads,Latvia,56.590516,24.557174,Dismantled/Not built,Closed,1947,,11,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
347,Birze,Rutki,Bauskas novads,Latvia,56.582778,24.673761,Dismantled/Not built,Closed,2000,,12,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
348,Goba,Goba,Ogres novads,Latvia,56.581362,24.734599,Residential,Closed,2000,,13,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
349,Lāčplēsis,Lāčplēsis,Ogres novads,Latvia,56.575925,24.792937,"Preserved, uncertain",Closed,2000,,14,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
350,Taurkalne,Taurkalne,Bauskas novads,Latvia,56.561753,24.935836,Residential,Closed,2000,,15,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
351,Menta,Dzeņi,Aizkraukles novads,Latvia,56.537844,25.10225,Residential,Closed,2000,,16,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
352,256. kilometrs,Krasti,Aizkraukles novads,Latvia,56.52107,25.17697,Ruined/Disused,Closed,2000,,17,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
353,Daudzeva,Daudzeva,Aizkraukles novads,Latvia,56.508196,25.24431,Ruined/Disused,Closed,2000,Used for cargo operations,18,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
417,Auksūdys,Auksūdys,Telšių apskritis,Lithuania,56.349693,22.476257,Residential,Closed,1963,Date approximate,12,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
354,Sece,Purviņi,Aizkraukles novads,Latvia,56.510667,25.368042,Residential,Closed,2000,,19,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
418,Mažeikiai II,Mažeikiai,Telšių apskritis,Lithuania,56.310934,22.365232,Dismantled/Not built,Closed,1963,Date approximate,13,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
355,Staburags,Burtnieki,Aizkraukles novads,Latvia,56.521111,25.516389,Dismantled/Not built,Closed,2000,,20,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
356,Sēlpils,Sēlpils,Jēkabpils novads,Latvia,56.526585,25.613993,Residential,Closed,2000,Uncertain,21,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
357,Daugava,Daugavas stacija,Jēkabpils novads,Latvia,56.537881,25.719588,Ruined/Disused,Closed,2000,Used for cargo operations,22,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
358,Krustpils,Jēkabpils,Jēkabpils,Latvia,56.520521,25.859556,Active,Operational,2024,,23,22,Jelgava—Krustpils,1904,1520 mm,Freight only,2000,,TRUE
359,Madona,Madona,Madonas novads,Latvia,56.851194,26.220472,Active,Operational,2024,,1,23,Madona—Lubana,1935,1520 mm,Dismantled,2007,Cargo traffic closed 1990; at Meirāni becomes route P82,TRUE
360,Prauliena,Lūza,Madonas novads,Latvia,56.844806,26.364528,Dismantled/Not built,Closed,1963,,2,23,Madona—Lubana,1935,1520 mm,Dismantled,2007,Cargo traffic closed 1990; at Meirāni becomes route P82,TRUE
361,Visagals,Visagals,Madonas novads,Latvia,56.827667,26.505167,Ruined/Disused,Closed,1963,,3,23,Madona—Lubana,1935,1520 mm,Dismantled,2007,Cargo traffic closed 1990; at Meirāni becomes route P82,TRUE
362,Meirāni,Meirāni,Madonas novads,Latvia,56.831498,26.610752,Residential,Closed,1963,,4,23,Madona—Lubana,1935,1520 mm,Dismantled,2007,Cargo traffic closed 1990; at Meirāni becomes route P82,TRUE
363,Jaunlubāna,Jaunlubāna,Madonas novads,Latvia,56.861805,26.658464,Dismantled/Not built,Closed,1963,,5,23,Madona—Lubana,1935,1520 mm,Dismantled,2007,Cargo traffic closed 1990; at Meirāni becomes route P82,TRUE
364,Lubāna,Lubāna,Madonas novads,Latvia,56.905183,26.707405,Ruined/Disused,Closed,1963,,6,23,Madona—Lubana,1935,1520 mm,Dismantled,2007,Cargo traffic closed 1990; at Meirāni becomes route P82,TRUE
365,Aizezere,Kačupe,Balvu novads,Latvia,57.2491,27.38232,Dismantled/Not built,Closed,1963,,2,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
366,Sproģi,Kačupe,Balvu novads,Latvia,57.2752,27.35809,Dismantled/Not built,Closed,1963,,3,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
367,Svilte,Alodzene,Alūksnes novads,Latvia,57.289821,27.340888,Dismantled/Not built,Closed,1963,Uncertain,4,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
368,Mālupe,Sofikalns,Alūksnes novads,Latvia,57.330215,27.312357,Residential,Closed,1963,,5,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
369,Salenieki,Purmala,Alūksnes novads,Latvia,57.362624,27.315777,Dismantled/Not built,Closed,1963,Uncertain,6,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
370,Lāčudārzs,Lāčudārzs,Alūksnes novads,Latvia,57.401177,27.335594,Dismantled/Not built,Closed,1963,Uncertain,7,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
371,Beja,Lāčudārzs,Alūksnes novads,Latvia,57.423647,27.359652,Dismantled/Not built,Closed,1963,Uncertain,8,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
372,Oši,Liepaja,Alūksnes novads,Latvia,57.428104,27.384808,Dismantled/Not built,Closed,1963,Uncertain,9,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
373,Kūdupe,Kūdupe,Alūksnes novads,Latvia,57.430523,27.441698,Dismantled/Not built,Closed,1963,Uncertain,10,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
374,Daugavpils,Daugavpils,Daugavpils,Latvia,55.874908,26.527644,Active,Operational,2024,,1,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
374,Daugavpils,Daugavpils,Daugavpils,Latvia,55.874908,26.527644,Active,Operational,2024,,1,27,Daugavpils—Kurcums—Turmantas,1862,1520 mm,Freight only,2020,Vilnius-Turmantas-Daugavpils between 2017 and 2020,FALSE
374,Daugavpils,Daugavpils,Daugavpils,Latvia,55.874908,26.527644,Active,Operational,2024,,1,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
375,Daugavpils Šķirošanas parks,Daugavpils,Daugavpils,Latvia,55.897044,26.532903,Ruined/Disused,Closed,1999,Used for cargo operations,2,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
376,525. kilometrs,Stropi,Daugavpils,Latvia,55.92519,26.5601,Dismantled/Not built,Closed,1999,,3,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
377,524. kilometrs,Križi,Daugavpils,Latvia,55.936811,26.571194,Ruined/Disused,Closed,1999,Used for cargo operations,4,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
378,Kūdraine,Križi,Daugavpils,Latvia,55.955633,26.590055,Dismantled/Not built,Closed,1999,,5,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
379,Zaļumi,Zaļumi,Augšdaugavas novads,Latvia,55.992485,26.626542,"Preserved, uncertain",Closed,1999,,6,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
380,Medupe,Rogova,Augšdaugavas novads,Latvia,56.036335,26.676177,Residential,Closed,1999,,7,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
381,Višķi,Spoģi,Augšdaugavas novads,Latvia,56.081289,26.738209,Ruined/Disused,Closed,1999,Used for cargo operations,8,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
382,Vīganti,Vīganti,Augšdaugavas novads,Latvia,56.125521,26.805301,"Preserved, uncertain",Closed,1999,,9,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
383,Ārdava,Ārdava,Preiļu novads,Latvia,56.141246,26.83372,Dismantled/Not built,Closed,1999,,10,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
384,Aglona,Aglonas stacija,Preiļu novads,Latvia,56.178126,26.890829,"Preserved, uncertain",Closed,1999,Serviced by annual chartered train,11,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
385,Apsāni,Keiki,Preiļu novads,Latvia,56.210756,26.939639,Ruined/Disused,Closed,1999,,12,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
386,Zalvezers,Krupenišķi,Preiļu novads,Latvia,56.236395,26.979052,Dismantled/Not built,Closed,1999,,13,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
387,Krāce,Feimaņi,Rēzeknes novads,Latvia,56.272839,27.049966,"Preserved, uncertain",Closed,1999,,14,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
388,Vainava,Vainova,Rēzeknes novads,Latvia,56.303425,27.089521,Residential,Closed,1999,,15,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
389,Malta,Malta,Rēzeknes novads,Latvia,56.357569,27.152646,Ruined/Disused,Closed,1999,Used for cargo operations,16,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
390,Pūpoli,Bekši,Rēzeknes novads,Latvia,56.414663,27.219623,"Preserved, uncertain",Closed,1999,,17,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
391,Rēzekne I,Rēzekne,Rēzekne,Latvia,56.501602,27.315521,Ruined/Disused,Closed,2015,Used for cargo operations,18,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
392,Kleperova,Stučeva,Rēzeknes novads,Latvia,56.534144,27.323648,"Preserved, uncertain",Closed,1999,,19,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
393,Ilzēni,Ļetki,Rēzeknes novads,Latvia,56.63274,27.411567,"Preserved, uncertain",Closed,1999,,21,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
394,Mežvidi,Mežvidi,Ludzas novads,Latvia,56.69531,27.525935,Ruined/Disused,Closed,1999,,22,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
395,Pureņi,Mičuri,Ludzas novads,Latvia,56.751034,27.603377,"Preserved, uncertain",Closed,1999,,23,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
396,Malnava,Kārsava,Ludzas novads,Latvia,56.792841,27.66172,Residential,Closed,1999,,24,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
397,Kārsava,Kārsavas stacija,Ludzas novads,Latvia,56.815426,27.694606,"Preserved, uncertain",Closed,2015,Border station for international trains,25,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
398,Skangali,Skangali,Pskov oblast,Russia,56.88253,27.732942,"Preserved, uncertain",Closed,2021,Weekend traffic only,26,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
399,Punderi,Punduri,Pskov oblast,Russia,56.97506,27.753402,Residential,Closed,1991,Uncertain,27,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
400,Belkino,Belkino,Pskov oblast,Russia,57.02775,27.82224,"Preserved, uncertain",Closed,2021,Weekend traffic only,28,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
401,Dimzas,Svete,Jelgavas novads,Latvia,56.588808,23.712158,Dismantled/Not built,Closed,1995,,2,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
402,Platone,Platone,Jelgavas novads,Latvia,56.530291,23.699447,Residential,Closed,1995,,3,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
403,Vēžukrogs,Poķi,Jelgavas novads,Latvia,56.505173,23.6985,Dismantled/Not built,Closed,1995,,4,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
404,Brieži ,Apšukrogs,Jelgavas novads,Latvia,56.465472,23.691472,Residential,Closed,1995,,5,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
405,Mazeleja ,Mazeleja ,Jelgavas novads,Latvia,56.449556,23.688028,Dismantled/Not built,Closed,1995,,6,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
406,Milvydžiai,Milvydžiai,Šiaulių apskritis,Lithuania,56.35145,23.64682,Dismantled/Not built,Closed,1991,,8,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
407,Šarkiai,Pročiūnai I,Šiaulių apskritis,Lithuania,56.3199,23.621,Dismantled/Not built,Closed,1991,,9,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
408,Satkūnai,Satkūnai,Šiaulių apskritis,Lithuania,56.294135,23.615041,Dismantled/Not built,Closed,1991,,10,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
409,Žagarės kelias,Joniškis,Šiaulių apskritis,Lithuania,56.24593,23.60417,Dismantled/Not built,Closed,1991,,11,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
410,Joniškis,Joniškis,Šiaulių apskritis,Lithuania,56.231066,23.599525,Active,Operational,2024,Riga-Vilnius since 2023,12,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
411,Niūraičiai,Niūraičiai,Šiaulių apskritis,Lithuania,56.168943,23.562287,"Preserved, uncertain",Closed,2000,Date approximate,13,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
412,Mekiai,Mekiai,Šiaulių apskritis,Lithuania,56.098786,23.533785,Residential,Closed,2000,Date approximate,14,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
413,Meškuičiai,Meškuičiai,Šiaulių apskritis,Lithuania,56.054746,23.475946,"Preserved, uncertain",Closed,2000,Date approximate,15,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
414,Kėbliai,Domantai,Šiaulių apskritis,Lithuania,56.010024,23.389068,Residential,Closed,2000,Date approximate; Used for cargo operations,16,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
415,Gubernija,Šiauliai,Šiaulių apskritis,Lithuania,55.955958,23.310615,"Preserved, uncertain",Closed,2000,Date approximate,17,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
416,Šiauliai,Šiauliai,Šiaulių apskritis,Lithuania,55.923162,23.314194,Active,Operational,2024,,18,26,Jelgava—Meitene—Šiauliai,1916,1520 mm,Partially operational,2024,Served only by international express train,FALSE
419,Grīva,Nīderkūni,Daugavpils,Latvia,55.854077,26.486399,"Preserved, uncertain",Closed,1998,,2,27,Daugavpils—Kurcums—Turmantas,1862,1520 mm,Freight only,2020,Vilnius-Turmantas-Daugavpils between 2017 and 2020,FALSE
419,Grīva,Nīderkūni,Daugavpils,Latvia,55.854077,26.486399,"Preserved, uncertain",Closed,1998,,2,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
420,Laucesa,Lenderņa,Augšdaugavas novads,Latvia,55.823358,26.493548,Residential,Closed,1948,,3,27,Daugavpils—Kurcums—Turmantas,1862,1520 mm,Freight only,2020,Vilnius-Turmantas-Daugavpils between 2017 and 2020,FALSE
421,Kurcums,Kurcums,Augšdaugavas novads,Latvia,55.758194,26.481008,"Preserved, uncertain",Closed,1998,,4,27,Daugavpils—Kurcums—Turmantas,1862,1520 mm,Freight only,2020,Vilnius-Turmantas-Daugavpils between 2017 and 2020,FALSE
422,Zemgale,Zemgale,Augšdaugavas novads,Latvia,55.714232,26.47032,Non-railway use,Closed,1944,Church building since 2006,5,27,Daugavpils—Kurcums—Turmantas,1862,1520 mm,Freight only,2020,Vilnius-Turmantas-Daugavpils between 2017 and 2020,FALSE
423,Turmantas,Turmantas,Utenos apskritis,Lithuania,55.69954,26.46508,Active,Operational,2024,,6,27,Daugavpils—Kurcums—Turmantas,1862,1520 mm,Freight only,2020,Vilnius-Turmantas-Daugavpils between 2017 and 2020,FALSE
424,7. kilometrs,Lilienfelde,Augšdaugavas novads,Latvia,55.898125,26.427076,Residential,Closed,1998,,3,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
425,Sventa,Silupe,Augšdaugavas novads,Latvia,55.931944,26.334444,Dismantled/Not built,Closed,1998,,4,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
426,Ilūkste,Pašuliene,Augšdaugavas novads,Latvia,55.942222,26.230278,"Preserved, uncertain",Closed,1998,,5,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
427,Eglaine,Eglaine,Augšdaugavas novads,Latvia,55.949978,26.130039,"Preserved, uncertain",Closed,1998,,6,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
428,Noreikiai,Barauka,Panevėžio apskritis,Lithuania,55.9423,26.0118,Dismantled/Not built,Closed,1944,2022,7,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
429,Šapeliai,Barauka,Panevėžio apskritis,Lithuania,55.944283,25.997131,Residential,Closed,1992,,8,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
430,Obeliai,Obeliai,Panevėžio apskritis,Lithuania,55.9533,25.804972,Ruined/Disused,Closed,2001,,9,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
431,Grindviliai,Grindviliai,Panevėžio apskritis,Lithuania,55.957574,25.69057,Residential,Closed,1980,Date approximate,10,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
432,Rokiškis,Rokiškis,Panevėžio apskritis,Lithuania,55.939554,25.597386,Residential,Closed,2022,,11,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
433,Tindžiuliai,Panemunėlis,Panevėžio apskritis,Lithuania,55.9157,25.4591,Ruined/Disused,Closed,2022,,12,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
434,Panemunėlis,Panemunėlis,Panevėžio apskritis,Lithuania,55.907537,25.387431,Ruined/Disused,Closed,2022,,13,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
435,Kepuriškis,Miškonys,Panevėžio apskritis,Lithuania,55.883237,25.319151,Dismantled/Not built,Closed,2022,,14,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
436,Skapiškis,Skapiškis,Panevėžio apskritis,Lithuania,55.861602,25.195981,Ruined/Disused,Closed,2022,,15,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
437,Kupiškis,Kupiškis,Panevėžio apskritis,Lithuania,55.826396,24.991944,Ruined/Disused,Closed,2022,,16,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
438,Radžiūniai,Karklynė,Panevėžio apskritis,Lithuania,55.7695,24.8864,Dismantled/Not built,Closed,1992,,17,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
439,Subačius,Subačius,Panevėžio apskritis,Lithuania,55.766599,24.740133,Ruined/Disused,Closed,2022,,18,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
440,Bygailiai,Patrakiai,Panevėžio apskritis,Lithuania,55.770701,24.650468,Ruined/Disused,Closed,2022,,19,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
441,Karsakiškis,Karsakiškis,Panevėžio apskritis,Lithuania,55.770839,24.534472,Ruined/Disused,Closed,2022,,20,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
442,Kaubariškis,Kaubariškis,Panevėžio apskritis,Lithuania,55.764897,24.485659,Ruined/Disused,Closed,2022,,21,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
443,Samanynė,Samanynė,Panevėžio apskritis,Lithuania,55.754589,24.444351,Dismantled/Not built,Closed,1944,Date approximate,22,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
444,Panevežys,Panevežys,Panevėžio apskritis,Lithuania,55.745225,24.354594,Active,Operational,2024,,23,28,Daugavpils—Eglaine—Panevėžys,1873,1520 mm,Freight only,2022,,FALSE
444,Panevežys,Panevežys,Panevėžio apskritis,Lithuania,55.745225,24.354594,Active,Operational,2024,,2,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
445,Ratsimäe,Ants,Valga maakond,Estonia,57.785444,26.175362,Dismantled/Not built,Closed,2001,,3,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
446,Mürgi,Mürgi,Valga maakond,Estonia,57.789253,26.238461,Dismantled/Not built,Closed,2001,,4,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
447,Karula,Väheru,Valga maakond,Estonia,57.799942,26.311493,Residential,Closed,2001,,5,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
448,Tuulemäe,Musta,Valga maakond,Estonia,57.806981,26.389036,Dismantled/Not built,Closed,2001,,6,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
449,Anne,Anne,Võru maakond,Estonia,57.811222,26.463139,Dismantled/Not built,Closed,2001,,7,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
450,Antsla,Antsla,Võru maakond,Estonia,57.828045,26.533298,"Preserved, uncertain",Closed,2001,,8,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
451,Vaabina,Vaabina,Võru maakond,Estonia,57.84308,26.633006,Residential,Closed,2001,,9,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
452,Kurenurme,Kurenurme,Võru maakond,Estonia,57.838967,26.696383,Residential,Closed,2001,,10,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
453,Sõmerpalu,Mustassaare,Võru maakond,Estonia,57.836874,26.801475,Residential,Closed,2001,,11,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
454,Vagula,Juba,Võru maakond,Estonia,57.835139,26.921472,Dismantled/Not built,Closed,2001,,12,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
455,Võru,Võru,Võru maakond,Estonia,57.827461,27.023305,Ruined/Disused,Closed,2001,,13,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
456,Nõnova,Nõnova,Võru maakond,Estonia,57.833787,27.126001,Residential,Closed,2001,,14,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
457,Husari,Husari,Võru maakond,Estonia,57.840818,27.167549,Ruined/Disused,Closed,2001,,15,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
458,Otsa,Otsa,Võru maakond,Estonia,57.84485,27.248459,Dismantled/Not built,Closed,2001,,16,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
